City,District,Price,Brand,Series,Model,Year,Fuel,Tranmission,Km,Chasis,Power,Engine,Drive,Color,From
İstanbul,Tuzla,195000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,Dizel,Yarı Otomatik,39500,Sedan,136,1598,Back,Beyaz,Owner
Balıkesir,Karesi,22000,Dacia,Logan,1.5 dCi Ambiance,2012,Dizel,Manuel,40000,Sedan,51,1401,Forward,Beyaz,Dealer
Balıkesir,Karesi,22000,Dacia,Logan,1.5 dCi Ambiance,2012,Dizel,Manuel,40000,Sedan,51,1401,Forward,Beyaz,Dealer
Balıkesir,Bandırma,19500,Volkswagen,Polo,1.6,1998,Benzin & LPG,Manuel,235000,Hatchback 5 kapı,51,1401,Forward,Turkuaz,Dealer
Aydın,Kuşadası,406330,Chevrolet,Camaro,RS,2017,Benzin,Otomatik,4000,Coupe,251,1801,Back,Beyaz,Dealer
Aydın,Kuşadası,409910,Chevrolet,Camaro,RS,2017,Benzin,Otomatik,4000,Coupe,251,1801,Back,Beyaz,Dealer
Karabük,Safranbolu,76000,Skoda,Rapid,1.6 CR TDI Spaceback Elegance,2014,Dizel,Otomatik,53250,Hatchback 5 kapı,76,1401,Forward,Beyaz,Owner
Antalya,Kepez,25000,Fiat,Punto,Grande 1.4 Fire Active,2006,Benzin,Manuel,155000,Hatchback 5 kapı,77,1368,Forward,Kırmızı,Owner
İstanbul,Gaziosmanpaşa,21900,Renault,Safrane,2.5,1998,Benzin & LPG,Otomatik,268000,Hatchback 5 kapı,151,2001,Forward,Siyah,Owner
Ankara,Mamak,14900,Skoda,Felicia,1.3 GLXi,2001,Benzin & LPG,Manuel,210000,Station Wagon,68,1289,Forward,Beyaz,Owner
Adana,Seyhan,120000,Audi,A3,A3 Sedan 1.6 TDI Ambition,2015,Dizel,Yarı Otomatik,92000,Sedan,101,1401,Forward,Beyaz,Dealer
İstanbul,Pendik,29250,Peugeot,206 +,1.4 Envy,2011,Benzin & LPG,Manuel,111000,Hatchback 5 kapı,75,1360,Forward,Kırmızı,Owner
İstanbul,Pendik,30750,Peugeot,206 +,1.4 Envy,2011,Benzin & LPG,Manuel,110000,Hatchback 5 kapı,75,1360,Forward,Kırmızı,Owner
Gaziantep,Şehitkamil,53750,Ford,Mondeo,2.0 TDCi Titanium,2009,Dizel,Yarı Otomatik,206000,Sedan,130,1997,Forward,Gümüş Gri,Dealer
Gaziantep,Şehitkamil,38000,Audi,A4,A4 Sedan 1.6,2005,Benzin & LPG,Manuel,300000,Sedan,102,1595,Forward,Gri,Dealer
Gaziantep,Şehitkamil,38000,Audi,A4,A4 Sedan 1.6,2005,Benzin & LPG,Manuel,300000,Sedan,102,1595,Forward,Gri,Dealer
Mersin,Akdeniz,32000,Seat,Altea,1.9 TDI Style,2004,Dizel,Manuel,200000,MPV,105,1896,Forward,Siyah,Dealer
Mersin,Akdeniz,32000,Seat,Altea,1.9 TDI Style,2004,Dizel,Manuel,200000,MPV,105,1896,Forward,Siyah,Dealer
Samsun,Atakum,29000,Toyota,Corolla,1.6 Terra,2004,Benzin & LPG,Manuel,271000,Sedan,101,1401,Forward,Lacivert,Owner
İstanbul,Pendik,10900,Renault,R 12,TS,1983,Benzin & LPG,Manuel,129500,Hatchback 5 kapı,51,1200,Forward,Mavi,Owner
Sinop,Boyabat,56500,Opel,Astra,1.6 Enjoy Plus,2013,Benzin,Manuel,31000,Sedan,101,1401,Forward,Gümüş Gri,Dealer
Aksaray,Merkez,23500,Toyota,Corolla,1.6 GLi,1998,Benzin & LPG,Manuel,260000,Sedan,105,1587,Forward,Beyaz,Dealer
Aksaray,Merkez,23500,Toyota,Corolla,1.6 GLi,1998,Benzin & LPG,Manuel,260000,Sedan,105,1587,Forward,Beyaz,Dealer
Malatya,Yeşilyurt,29500,Kia,Picanto,1.1 EX,2006,Benzin,Otomatik,78000,Hatchback 5 kapı,65,1086,Forward,Mavi,Dealer
Malatya,Yeşilyurt,32500,Kia,Picanto,1.1 EX,2006,Benzin,Otomatik,78000,Hatchback 5 kapı,65,1086,Forward,Mavi,Dealer
Malatya,Yeşilyurt,32000,Kia,Picanto,1.1 EX,2006,Benzin,Otomatik,78000,Hatchback 5 kapı,65,1086,Forward,Mavi,Dealer
Bursa,Osmangazi,10750,Tofaş,Şahin,S,1996,Benzin & LPG,Manuel,120000,Sedan,80,1581,Back,Mavi,Dealer
Ankara,Keçiören,11950,Ford,Escort,1.8 CLX,1998,Benzin & LPG,Manuel,171000,Hatchback 5 kapı,101,1601,Forward,Sarı,Owner
İstanbul,Üsküdar,227900,Audi,A6,A6 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik,55000,Sedan,177,1968,Forward,Gri,Dealer
İstanbul,Ataşehir,340000,Chevrolet,Camaro,RS,2016,Benzin,Yarı Otomatik,11000,Coupe,251,1801,Back,Siyah,Dealer
Konya,Karatay,32250,Opel,Vectra,1.6 Elegance,2003,Benzin & LPG,Manuel,280000,Sedan,76,1401,Forward,Gümüş Gri,Dealer
Manisa,Soma,27000,Honda,Civic,1.6 i ES,2000,Benzin,Otomatik,160000,Hatchback 5 kapı,126,1590,Forward,Gümüş Gri,Dealer
Ankara,Beypazarı,27000,Peugeot,206,1.4 HDi Fever,2008,Dizel,Manuel,220000,Hatchback 5 kapı,70,1398,Forward,Siyah,Dealer
Samsun,Bafra,21900,Mercedes - Benz,200,200 E,1989,Benzin & LPG,Manuel,302000,Sedan,118,1997,Back,Yeşil,Owner
Ankara,Çankaya,23000,Mercedes - Benz,190,190 E 2.0,1990,Benzin & LPG,Otomatik,344000,Sedan,126,1801,Back,Lacivert,Owner
Malatya,Yeşilyurt,35500,Opel,Astra,1.6 Enjoy,2005,Benzin,Yarı Otomatik,202000,Hatchback 5 kapı,105,1598,Forward,Şampanya,Dealer
İstanbul,Kadıköy,654690,Porsche,911,Carrera S,2012,Benzin,Manuel,33000,Cabrio,400,3800,Back,Beyaz,Dealer
İstanbul,Kadıköy,631060,Porsche,911,Carrera S,2012,Benzin,Manuel,33000,Cabrio,400,3800,Back,Beyaz,Dealer
İstanbul,Gaziosmanpaşa,32950,Fiat,Linea,1.3 Multijet Active Plus,2013,Dizel,Manuel,176000,Sedan,76,1201,Forward,Beyaz,Owner
Balıkesir,Edremit,117500,Skoda,Octavia,1.6 TDI Style CR,2015,Dizel,Manuel,45000,Hatchback 5 kapı,101,1401,4WD,Beyaz,Owner
İstanbul,Eyüp,36000,BMW,3 Serisi,320d Standart,2000,Dizel,Manuel,248500,Sedan,126,1801,Back,Gümüş Gri,Owner
Ardahan,Göle,44750,Skoda,Octavia,1.6 Classic,2010,Benzin & LPG,Manuel,11800,Hatchback 5 kapı,102,1595,Forward,Mavi,Owner
İzmir,Bornova,11500,Lada,Vega,1.5,2001,Benzin & LPG,Manuel,100000,Sedan,50,1401,Forward,Mavi,Dealer
Konya,Karatay,35000,Peugeot,407,1.6 HDi Comfort,2006,Dizel,Manuel,200000,Sedan,126,1401,Forward,Gümüş Gri,Dealer
Eskişehir,Tepebaşı,89400,Honda,Civic 1.6 i-DTEC ,Elegance,2016,Dizel,Manuel,12300,Hatchback 5 kapı,101,1401,Forward,Kırmızı,Owner
Eskişehir,Tepebaşı,87500,Honda,Civic 1.6 i-DTEC ,Elegance,2016,Dizel,Manuel,12300,Hatchback 5 kapı,101,1401,Forward,Kırmızı,Owner
İstanbul,Kadıköy,34500,Alfa Romeo,156,2.0 TS Executive,2002,Benzin,Manuel,77000,Sedan,155,1970,Forward,Gri,Owner
Gaziantep,Şehitkamil,59500,Seat,Leon,1.6 TDI CR Style,2013,Dizel,Yarı Otomatik,99000,Hatchback 5 kapı,105,1598,Forward,Beyaz,Dealer
İstanbul,Bağcılar,71500,Hyundai,i30,1.6 CRDi Elite,2013,Dizel,Otomatik,90000,Hatchback 5 kapı,128,1582,Forward,Kahverengi,Dealer
İstanbul,Pendik,167500,Audi,A4,A4 Sedan 1.4 TFSI Sport,2015,Benzin,Otomatik,35000,Sedan,150,1395,Forward,Lacivert,Dealer
İstanbul,Pendik,167500,Audi,A4,A4 Sedan 1.4 TFSI Sport,2015,Benzin,Otomatik,35000,Sedan,150,1395,Forward,Lacivert,Dealer
Denizli,Merkez,93000,Mercedes - Benz,A,A 180 Style,2014,Benzin,Otomatik,25012,Hatchback 5 kapı,101,1401,Forward,Beyaz,Dealer
İstanbul,Silivri,57000,Volkswagen,Jetta,1.4 TSi Comfortline,2012,Benzin,Yarı Otomatik,122000,Sedan,122,1390,Forward,Gümüş Gri,Owner
İstanbul,Sultangazi,85900,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013,Dizel,Yarı Otomatik,139000,Sedan,105,1598,Forward,Gri,Dealer
Konya,Karatay,48000,Nissan,Note,1.5 dCi Tekna,2014,Dizel,Manuel,103000,Hatchback 5 kapı,90,1461,Forward,Siyah,Owner
Antalya,Muratpaşa,40900,Skoda,Fabia,1.4 Optimal,2012,Benzin,Manuel,99000,Hatchback 5 kapı,85,1390,Forward,Kırmızı,Dealer
İstanbul,Bağcılar,1153950,Ferrari,458,Italia,2011,Benzin,Yarı Otomatik,22220,Coupe,570,4499,Back,Sarı,Dealer
Gaziantep,Şehitkamil,79000,Skoda,Superb,2.0 TDI Elegance,2011,Dizel,Yarı Otomatik,168000,Sedan,140,1968,4WD,Siyah,Dealer
Antalya,Alanya,41000,Ford,Fiesta,1.4 TDCi Trend,2012,Dizel,Manuel,183000,Hatchback 5 kapı,70,1398,Forward,Gri,Dealer
İstanbul,Sarıyer,555780,Porsche,911,Carrera Targa,1986,Benzin,Manuel,1123,Coupe,201,3001,Back,Gri,Dealer
İstanbul,Sarıyer,535720,Porsche,911,Carrera Targa,1986,Benzin,Manuel,1123,Coupe,201,3001,Back,Gri,Dealer
Düzce,Merkez,45000,Chrysler,Sebring,2.7 LX,2005,Benzin & LPG,Yarı Otomatik,319000,Sedan,203,2736,Forward,Siyah,Dealer
Gaziantep,Şahinbey,47000,Volkswagen,Passat,1.4 TSi Comfortline,2008,Benzin,Manuel,144500,Sedan,101,1201,Forward,Siyah,Owner
İstanbul,Kadıköy,37000,Audi,A3,A3 Hatchback 1.6 Ambition,2006,Benzin,Manuel,188000,Hatchback 3 kapı,102,1595,Forward,Gümüş Gri,Owner
Ankara,Keçiören,37750,Hyundai,i10,1.0 D-CVVT Style,2014,Benzin & LPG,Manuel,73300,Hatchback 5 kapı,65,998,Forward,Kırmızı,Owner
İstanbul,Kadıköy,198500,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,Dizel,Yarı Otomatik,23900,Sedan,136,1598,Back,Beyaz,Dealer
Mersin,Mezitli,32650,Subaru,Impreza,2.0 Active,2007,Benzin & LPG,Manuel,154000,Sedan,151,1801,4WD,Mavi,Owner
Giresun,Merkez,37500,Renault,Symbol,1.5 dCi Joy,2013,Dizel,Manuel,117000,Sedan,75,1461,Forward,Beyaz,Owner
İstanbul,Pendik,205000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,Dizel,Yarı Otomatik,30000,Sedan,136,1598,Back,Beyaz,Owner
Aydın,Efeler,25500,Peugeot,206,1.4 HDi X-Design,2006,Dizel,Manuel,180000,Hatchback 5 kapı,68,1398,Forward,Mavi,Dealer
Kırklareli,Lüleburgaz,9750,Fiat,Uno,70 S,1995,Benzin & LPG,Manuel,244000,Hatchback 5 kapı,71,1372,Forward,Beyaz,Dealer
Kayseri,Kocasinan,53500,Renault,Clio,1.5 dCi Joy,2016,Dizel,Manuel,50000,Hatchback 5 kapı,51,1401,Forward,Beyaz,Dealer
İstanbul,Bağcılar,600525,Porsche,911,Carrera S,2011,Benzin,Yarı Otomatik,10000,Coupe,385,3800,Back,Beyaz,Dealer
İstanbul,Bağcılar,578850,Porsche,911,Carrera S,2011,Benzin,Yarı Otomatik,10000,Coupe,385,3800,Back,Beyaz,Dealer
İstanbul,Bağcılar,583950,Porsche,911,Carrera S,2011,Benzin,Yarı Otomatik,10000,Coupe,385,3800,Back,Beyaz,Dealer
Bursa,Osmangazi,34900,Chevrolet,Aveo,1.2 LS,2012,Benzin & LPG,Manuel,144000,Hatchback 5 kapı,70,1229,Forward,Gri,Dealer
Bursa,Osmangazi,34900,Chevrolet,Aveo,1.2 LS,2012,Benzin & LPG,Manuel,144000,Hatchback 5 kapı,70,1229,Forward,Gri,Dealer
İstanbul,Bağcılar,18500,Hyundai,Accent,1.5 CRDi Admire,2006,Dizel,Manuel,200000,Sedan,82,1493,Forward,Sarı,Dealer
İstanbul,Avcılar,50000,Volkswagen,Polo,1.6 TDi Comfortline,2012,Dizel,Yarı Otomatik,140000,Hatchback 5 kapı,76,1401,Forward,Siyah,Dealer
Kocaeli,Gebze,88250,Toyota,Corolla,1.4 D-4D Advance,2016,Dizel,Yarı Otomatik,23000,Sedan,90,1364,Forward,Beyaz,Dealer
İstanbul,Eyüp,57750,Renault,Fluence,1.5 dCi Touch,2015,Dizel,Manuel,75503,Sedan,90,1461,Forward,Beyaz,Dealer
Antalya,Alanya,30500,Alfa Romeo,156,2.0 TS Selespeed,2001,Benzin & LPG,Yarı Otomatik,199000,Sedan,155,1970,Forward,Siyah,Dealer
İzmir,Gaziemir,10250,Tofaş,Şahin,1.6,1995,Benzin & LPG,Manuel,140000,Sedan,126,1401,Back,Beyaz,Dealer
Adana,Seyhan,235900,BMW,4 Serisi,420d Gran Coupe M Sport,2015,Dizel,Yarı Otomatik,120000,Coupe,190,1995,Back,Beyaz,Dealer
İstanbul,Başakşehir,10999,Suzuki,Swift,1.3 GL,1993,Benzin & LPG,Manuel,27684,Sedan,51,1201,Forward,Lacivert,Owner
İstanbul,Başakşehir,10999,Suzuki,Swift,1.3 GL,1993,Benzin & LPG,Manuel,27684,Sedan,51,1201,Forward,Lacivert,Owner
İstanbul,Pendik,51500,Renault,Clio,1.2 SportTourer Icon,2014,Benzin,Manuel,39000,Hatchback 5 kapı,76,1201,Forward,Kırmızı,Owner
Denizli,Serinhisar,52350,Toyota,Corolla,1.4 D-4D Comfort Extra,2011,Dizel,Manuel,177000,Sedan,90,1364,Forward,Gümüş Gri,Owner
Adana,Seyhan,48750,Citroën,C5,1.6 HDi SX,2010,Dizel,Manuel,111000,Sedan,110,1560,Forward,Siyah,Dealer
İstanbul,Bağcılar,77950,Toyota,Verso,1.6 D-4D Elegant,2014,Dizel,Manuel,97000,MPV,101,1401,Forward,Siyah,Dealer
İzmir,Buca,60500,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,140000,Hatchback 5 kapı,128,1582,Forward,Beyaz,Dealer
Ankara,Çankaya,65500,Audi,A6,A6 Sedan,2005,Benzin & LPG,Yarı Otomatik,130000,Sedan,177,2393,Forward,Gümüş Gri,Owner
İstanbul,Bağcılar,45900,Peugeot,308,1.6 HDi Premium Plus,2010,Dizel,Yarı Otomatik,156000,Hatchback 5 kapı,112,1560,Forward,Gri,Dealer
İstanbul,Bağcılar,45900,Peugeot,308,1.6 HDi Premium Plus,2010,Dizel,Yarı Otomatik,156000,Hatchback 5 kapı,112,1560,Forward,Gri,Dealer
İstanbul,Bağcılar,86950,Ford,Mondeo,2.0 TDCi Trend,2013,Dizel,Yarı Otomatik,30000,Sedan,163,1997,Forward,Gümüş Gri,Dealer
İstanbul,Bağcılar,678240,Porsche,911,Carrera S,2012,Benzin,Otomatik,27000,Coupe,376,3501,Back,Siyah,Dealer
İstanbul,Bağcılar,653760,Porsche,911,Carrera S,2012,Benzin,Otomatik,27000,Coupe,376,3501,Back,Siyah,Dealer
Uşak,Merkez,61000,Ford,Focus,1.6 TDCi Trend X,2014,Dizel,Manuel,110000,Sedan,95,1560,Forward,Gümüş Gri,Dealer
İzmir,Narlıdere,80000,Seat,Leon,1.4 TSI FR,2016,Benzin,Manuel,13000,Hatchback 5 kapı,125,1395,Forward,Mavi,Owner
Elazığ,Merkez,42750,Fiat,Punto,EVO 1.4 Dynamic,2011,Benzin,Yarı Otomatik,51000,Hatchback 5 kapı,76,1201,Forward,Gri,Dealer
Elazığ,Merkez,42750,Fiat,Punto,EVO 1.4 Dynamic,2011,Benzin,Yarı Otomatik,51000,Hatchback 5 kapı,76,1201,Forward,Gri,Dealer
Mersin,Tarsus,64500,Citroën,C5,1.6 e-HDi Dynamique,2012,Dizel,Yarı Otomatik,86000,Sedan,112,1560,Forward,Beyaz,Dealer
İstanbul,Beyoğlu,43500,Mercedes - Benz,E,E 200 Elegance,1998,Benzin & LPG,Otomatik,400000,Sedan,126,1801,Back,Gümüş Gri,Dealer
İstanbul,Maltepe,27000,Opel,Astra,1.6 Elegance,2001,Benzin & LPG,Otomatik,165000,Hatchback 5 kapı,100,1598,Forward,Beyaz,Dealer
Ankara,Yenimahalle,18200,BMW,3 Serisi,316i Standart,1990,Benzin,Manuel,190000,Sedan,99,1596,Back,Bordo,Owner
Antalya,Kepez,28000,Chevrolet,Aveo,1.2 LS,2012,Benzin,Manuel,93000,Sedan,70,1229,Forward,Beyaz,Owner
İstanbul,Üsküdar,36000,Skoda,Fabia,1.2 Ambition,2013,Benzin & LPG,Manuel,85000,Hatchback 5 kapı,70,1198,Forward,Beyaz,Owner
İstanbul,Üsküdar,35750,Skoda,Fabia,1.2 Ambition,2013,Benzin & LPG,Manuel,85600,Hatchback 5 kapı,70,1198,Forward,Beyaz,Owner
Samsun,Vezirköprü,67000,Mercedes - Benz,S,S 320 320,2000,Benzin & LPG,Yarı Otomatik,308000,Sedan,224,3199,Back,Gümüş Gri,Dealer
İstanbul,Şişli,199000,Porsche,911,Carrera,2005,Benzin,Otomatik,130763,Coupe,301,3001,Back,Gri,Dealer
İstanbul,Şişli,199000,Porsche,911,Carrera,2005,Benzin,Otomatik,130763,Coupe,301,3001,Back,Gri,Dealer
İstanbul,Şişli,199000,Porsche,911,Carrera,2005,Benzin,Otomatik,130763,Coupe,301,3001,Back,Gri,Dealer
Ankara,Çankaya,22000,Peugeot,206,1.4 HDi Look,2003,Dizel,Manuel,219000,Hatchback 5 kapı,68,1398,Forward,Lacivert,Owner
İstanbul,Kağıthane,54500,Volkswagen,Golf,1.6 TDi Trendline,2011,Dizel,Yarı Otomatik,131500,Hatchback 5 kapı,105,1598,Forward,Beyaz,Dealer
Balıkesir,Altıeylül,13500,Lada,Vega,1.5,2004,Benzin,Manuel,73000,Hatchback 5 kapı,76,1401,Forward,Gri,Owner
Balıkesir,Altıeylül,14000,Lada,Vega,1.5,2004,Benzin,Manuel,73000,Hatchback 5 kapı,76,1401,Forward,Gri,Owner
Balıkesir,Altıeylül,14000,Lada,Vega,1.5,2004,Benzin,Manuel,73000,Hatchback 5 kapı,76,1401,Forward,Gri,Owner
Afyonkarahisar,Merkez,171000,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2016,Benzin,Yarı Otomatik,21000,Sedan,126,1201,Forward,Beyaz,Dealer
Erzincan,Merkez,32500,Peugeot,207,1.4 HDi Trendy,2010,Dizel,Manuel,176000,Hatchback 5 kapı,70,1360,Forward,Siyah,Dealer
İstanbul,Gaziosmanpaşa,95000,Volkswagen,Passat Variant,1.6 TDi BlueMotion Comfortline,2014,Dizel,Yarı Otomatik,95000,Station Wagon,105,1598,Forward,Beyaz,Owner
Ordu,Altınordu,70000,Mercedes - Benz,S,S 500 500,1995,Benzin,Otomatik,290000,Sedan,320,4973,Back,Siyah,Dealer
İstanbul,Ataşehir,77500,Audi,TT,2.0 TFSI,2007,Benzin,Yarı Otomatik,114000,Coupe,211,1984,Forward,Siyah,Dealer
Konya,Selçuklu,21250,Volvo,S40,2.0,1998,Benzin & LPG,Manuel,199000,Sedan,140,1948,Forward,Lacivert,Owner
Antalya,Serik,9750,Hyundai,Excel,1.5 GLS,1991,Benzin & LPG,Manuel,320000,Sedan,71,1468,Forward,Beyaz,Dealer
İstanbul,Maltepe,495000,BMW,5 Serisi,530i Executive M,2017,Benzin,Otomatik,4000,Sedan,252,1998,Back,Beyaz,Owner
Batman,Merkez,38500,Toyota,Corolla,1.6 Sol,2005,Benzin & LPG,Otomatik,175000,Hatchback 5 kapı,101,1401,Forward,Gümüş Gri,Owner
Erzurum,Yakutiye,131000,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,Dizel,Manuel,13500,Sedan,120,1598,Forward,Siyah,Owner
İstanbul,Ataşehir,49500,Jaguar,X-Type,2.0 D Executive,2006,Dizel,Manuel,149500,Sedan,130,1998,Forward,Yeşil,Dealer
Mersin,Tarsus,240210,Jaguar,2.0 D,XE Prestige,2015,Dizel,Manuel,22848,Sedan,180,1999,Back,Yeşil,Dealer
Çorum,Merkez,200000,BMW,5 Serisi,520d Premium,2012,Dizel,Yarı Otomatik,172000,Sedan,176,2001,Back,Beyaz,Dealer
İstanbul,Ümraniye,74500,Seat,Leon,1.6 TDI Style,2015,Dizel,Manuel,40000,Hatchback 5 kapı,110,1598,Forward,Kırmızı,Owner
İstanbul,Avcılar,32000,Fiat,Punto,EVO 1.3 Multijet Active,2011,Dizel,Manuel,139000,Hatchback 5 kapı,75,1248,Forward,Gümüş Gri,Dealer
Trabzon,Of,11000,Seat,Ibiza,1.2 GLX,1993,Benzin,Manuel,56000,Hatchback 5 kapı,63,1193,Forward,Kahverengi,Dealer
Hatay,Antakya,27500,Mercedes - Benz,C,C 220 d Elegance,1996,Dizel,Manuel,250000,Sedan,76,2001,Back,Lacivert,Dealer
Antalya,Muratpaşa,72000,Audi,A6,A6 Sedan 2.0 TDI,2006,Dizel,Manuel,355002,Sedan,140,1968,Forward,Siyah,Owner
Ankara,Yenimahalle,205000,Mercedes - Benz,C,C 180 AMG 7G-Tronic,2016,Benzin,Yarı Otomatik,15000,Coupe,156,1595,Back,Beyaz,Dealer
Ankara,Akyurt,33250,Skoda,Octavia,1.6 Elegance,2004,Benzin & LPG,Manuel,212000,Sedan,101,1401,Forward,Mavi,Dealer
Ankara,Akyurt,37900,Skoda,Octavia,1.6 Elegance,2004,Benzin & LPG,Manuel,212000,Sedan,101,1401,Forward,Mavi,Dealer
İzmir,Konak,265000,Porsche,Cayman,Cayman,2011,Benzin,Yarı Otomatik,63380,Coupe,245,2687,Back,Gri,Dealer
Kocaeli,Gebze,94900,Kia,Cerato,1.6 CRDi Concept Plus,2017,Dizel,Otomatik,13000,Sedan,136,1582,Forward,Mavi,Dealer
Kocaeli,Gebze,94900,Kia,Cerato,1.6 CRDi Concept Plus,2017,Dizel,Otomatik,13000,Sedan,136,1582,Forward,Mavi,Dealer
Kırklareli,Lüleburgaz,41500,Chrysler,PT Cruiser,2.0 Limited,2004,Benzin & LPG,Yarı Otomatik,190000,Hatchback 5 kapı,141,1995,Forward,Siyah,Dealer
İzmir,Çiğli,36000,Honda,Civic,1.6 i ES,1999,Benzin & LPG,Manuel,208000,Hatchback 5 kapı,126,1401,Forward,Lacivert,Owner
İzmir,Buca,81900,Kia,Optima,1.7 CRDi,2012,Dizel,Otomatik,141000,Sedan,136,1685,Forward,Gümüş Gri,Dealer
İstanbul,Bağcılar,96000,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,Dizel,Yarı Otomatik,75000,Sedan,110,1598,Forward,Beyaz,Dealer
Antalya,Aksu,43500,Renault,Clio,1.5 dCi SportTourer Joy,2013,Dizel,Manuel,94000,Station Wagon,75,1461,Forward,Beyaz,Dealer
Antalya,Aksu,43500,Renault,Clio,1.5 dCi SportTourer Joy,2013,Dizel,Manuel,94000,Station Wagon,75,1461,Forward,Beyaz,Dealer
Ankara,Yenimahalle,68900,Ford,Focus,1.6 TDCi Titanium X,2014,Dizel,Manuel,73000,Hatchback 5 kapı,115,1560,Forward,Siyah,Dealer
İzmir,Bornova,49900,Hyundai,i10,1.2 D-CVVT Elite,2016,Benzin,Otomatik,42000,Hatchback 5 kapı,87,1248,Forward,Beyaz,Dealer
İzmir,Bayraklı,38500,Honda,Civic,1.6 i LS,2006,Benzin & LPG,Otomatik,175000,Sedan,76,1401,Forward,Gümüş Gri,Dealer
İzmir,Bayraklı,40000,Honda,Civic,1.6 i LS,2006,Benzin & LPG,Otomatik,180000,Sedan,76,1401,Forward,Gümüş Gri,Dealer
Ankara,Çankaya,117500,Volvo,V40 1.5 T3,R-Design,2016,Benzin,Otomatik,17300,Hatchback 5 kapı,151,1401,Forward,Mavi,Dealer
Antalya,Muratpaşa,24900,Alfa Romeo,147,1.6 TS Distinctive,2006,Benzin & LPG,Manuel,260000,Hatchback 5 kapı,120,1598,Forward,Kırmızı,Owner
Antalya,Muratpaşa,29500,Kia,Opirus,3.5 V6,2005,Benzin & LPG,Yarı Otomatik,211000,Sedan,203,3497,Forward,Siyah,Dealer
Kocaeli,Gölcük,31500,Nissan,Micra,1.2 Visia,2004,Benzin,Otomatik,230000,Hatchback 5 kapı,76,1201,Forward,Yeşil,Owner
İstanbul,Beşiktaş,97500,Audi,TT,2.0 TFSI,2008,Benzin,Yarı Otomatik,124763,Coupe,211,1984,Forward,Gri,Dealer
Balıkesir,Karesi,24500,Suzuki,Liana,1.6 GLX,2003,Benzin & LPG,Manuel,175000,Sedan,106,1586,Forward,Mavi,Dealer
İstanbul,Şişli,35900,Mercedes - Benz,E,E 320 Avantgarde,1996,Benzin & LPG,Otomatik,312000,Sedan,220,3199,Back,Siyah,Owner
Ankara,Çankaya,90000,Chrysler,300 C,3.0 CRD,2007,Dizel,Otomatik,206000,Station Wagon,218,2987,Back,Siyah,Owner
Konya,Karatay,35500,Toyota,Corolla,1.6 Terra Special,2005,Benzin & LPG,Otomatik,240000,Hatchback 5 kapı,101,1401,Forward,Siyah,Dealer
İzmir,Bornova,49700,Ford,Mondeo,2.0 TDCi Trend,2008,Dizel,Yarı Otomatik,187000,Sedan,130,1997,Forward,Gri,Owner
İstanbul,Bağcılar,62500,Ford,Fiesta,1.5 TDCi Titanium,2015,Dizel,Manuel,43000,Hatchback 5 kapı,75,1498,Forward,Beyaz,Dealer
Adana,Sarıçam,35500,Peugeot,407,1.6 HDi Comfort,2007,Dizel,Manuel,191000,Sedan,110,1560,Forward,Siyah,Owner
Antalya,Kepez,27500,Kia,Cerato,1.5 CRDi EX,2006,Dizel,Manuel,326000,Hatchback 5 kapı,102,1493,Forward,Gümüş Gri,Dealer
Tunceli,Merkez,50000,Toyota,Avensis,1.6 Elegant Extra,2011,Benzin & LPG,Manuel,222000,Sedan,132,1598,Forward,Beyaz,Owner
İstanbul,Bahçelievler,95000,Mini,Cooper,1.5,2014,Benzin,Yarı Otomatik,9000,Hatchback 3 kapı,136,1499,Forward,Bej,Owner
İstanbul,Bahçelievler,95000,Mini,Cooper,1.5,2014,Benzin,Yarı Otomatik,9000,Hatchback 3 kapı,136,1499,Forward,Bej,Owner
İstanbul,Bahçelievler,94500,Mini,Cooper,1.5,2014,Benzin,Yarı Otomatik,9000,Hatchback 3 kapı,136,1499,Forward,Bej,Owner
Kütahya,Merkez,101000,Audi,A6,A6 Sedan 3.0 TDI Quattro,2008,Dizel,Yarı Otomatik,248000,Sedan,240,2967,4WD,Siyah,Owner
Rize,Merkez,63250,Fiat,Egea,1.6 E-Torq Lounge,2016,Benzin,Otomatik,14500,Sedan,101,1401,Forward,Beyaz,Owner
Ankara,Mamak,56000,Honda,Accord,2.0 Executive,2008,Benzin & LPG,Yarı Otomatik,190000,Sedan,151,1801,Forward,Siyah,Owner
Ankara,Mamak,55500,Honda,Accord,2.0 Executive,2008,Benzin & LPG,Yarı Otomatik,190000,Sedan,151,1801,Forward,Siyah,Owner
İstanbul,Bağcılar,375000,Chevrolet,Camaro,RS,2017,Benzin,Otomatik,5000,Coupe,251,1801,Back,Siyah,Dealer
Erzurum,Palandöken,32000,Opel,Vectra,1.6 Elegance,2003,Benzin & LPG,Manuel,212000,Sedan,101,1401,Forward,Mavi,Owner
