City,District,Price,Brand,Series,Model,Year,Fuel,Tranmission,Km,Chasis,Power,Engine,Drive,Color,From
Denizli,Merkez,33750,Opel,Vectra,1.6 Comfort,2005,Benzin,Manuel,90000,Sedan,76,1401,Forward,Siyah,Owner
Mersin,Toroslar,35400,Opel,Vectra,1.6 Comfort,2004,Benzin & LPG,Manuel,155000,Sedan,76,1401,Forward,Gümüş Gri,Owner
Kayseri,Kocasinan,58500,Renault,Fluence,1.5 dCi Touch,2014,Dizel,Manuel,90000,Sedan,90,1461,Forward,Beyaz,Dealer
Kahramanmaraş,Onikişubat,84500,Peugeot,308,1.6 e-HDi Allure,2016,Dizel,Manuel,25000,Hatchback 5 kapı,115,1560,Forward,Beyaz,Dealer
İstanbul,Pendik,46400,Volkswagen,Jetta,1.6 Midline,2008,Benzin & LPG,Yarı Otomatik,150000,Sedan,102,1595,Forward,Füme,Owner
Ankara,Kahramankazan,29500,Toyota,Corolla,1.4 D-4D Terra,2007,Dizel,Yarı Otomatik,282000,Sedan,90,1364,Forward,Gümüş Gri,Owner
İstanbul,Esenyurt,53250,Ford,Focus,1.6 TDCi Comfort,2012,Dizel,Manuel,79000,Hatchback 5 kapı,95,1560,Forward,Beyaz,Dealer
Adana,Yüreğir,46250,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,73000,Sedan,95,1248,Forward,Beyaz,Dealer
İstanbul,Kadıköy,86000,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,Dizel,Yarı Otomatik,85000,Hatchback 5 kapı,105,1598,Forward,Siyah,Dealer
Ankara,Akyurt,73000,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2012,Dizel,Manuel,150000,Sedan,105,1598,Forward,Kahverengi,Dealer
İstanbul,Bahçelievler,25000,Chevrolet,Lacetti,1.6 SX,2007,Benzin & LPG,Manuel,226000,Sedan,109,1598,Forward,Siyah,Dealer
Ankara,Çankaya,117000,BMW,3 Serisi,316i Modern Line,2013,Benzin,Yarı Otomatik,98000,Sedan,136,1598,Back,Beyaz,Dealer
Ankara,Çankaya,117000,BMW,3 Serisi,316i Modern Line,2013,Benzin,Yarı Otomatik,98000,Sedan,136,1598,Back,Beyaz,Dealer
Ankara,Çankaya,23500,Hyundai,Accent,1.3 LS,2000,Benzin,Manuel,203900,Sedan,75,1341,Forward,Lacivert,Dealer
Ankara,Çankaya,78500,Audi,A4,A4 Sedan 2.0 TDI,2009,Dizel,Manuel,178000,Sedan,143,1968,Forward,Gri,Owner
Bursa,Nilüfer,69000,Seat,Leon,1.4 TSI FR,2014,Benzin,Manuel,55000,Hatchback 5 kapı,140,1395,Forward,Beyaz,Owner
Bursa,Nilüfer,71000,Seat,Leon,1.4 TSI FR,2014,Benzin,Manuel,55000,Hatchback 5 kapı,140,1395,Forward,Beyaz,Owner
Tokat,Niksar,72750,Volvo,S60,2.0 T R-Design,2011,Benzin,Yarı Otomatik,209000,Sedan,203,1999,Forward,Füme,Dealer
Rize,Merkez,119000,Mercedes - Benz,C,C 180 AMG 7G-Tronic,2013,Benzin,Otomatik,70000,Sedan,151,1401,Back,Füme,Dealer
Rize,Merkez,119000,Mercedes - Benz,C,C 180 AMG 7G-Tronic,2013,Benzin,Otomatik,70000,Sedan,151,1401,Back,Füme,Dealer
Samsun,Terme,26250,Renault,Clio,1.5 dCi Alize,2006,Dizel,Manuel,223000,Sedan,80,1461,Forward,Gümüş Gri,Dealer
Samsun,Terme,26250,Renault,Clio,1.5 dCi Alize,2006,Dizel,Manuel,223000,Sedan,80,1461,Forward,Gümüş Gri,Dealer
Eskişehir,Odunpazarı,45500,Chevrolet,Cruze,1.6 Design Edition Plus,2012,Benzin,Otomatik,89000,Sedan,101,1401,Forward,Siyah,Dealer
Eskişehir,Odunpazarı,45500,Chevrolet,Cruze,1.6 Design Edition Plus,2012,Benzin,Otomatik,89000,Sedan,101,1401,Forward,Siyah,Dealer
Bursa,Yıldırım,18750,Opel,Vectra,2.0 CD,1996,Benzin & LPG,Otomatik,200000,Sedan,136,1998,Forward,Lacivert,Dealer
İstanbul,Kartal,37950,Mini,One,1.4,2009,Benzin,Manuel,152000,Hatchback 3 kapı,95,1397,Forward,Füme,Dealer
Bursa,Nilüfer,151500,BMW,3 Serisi,320i ED Sport Plus,2016,Benzin,Yarı Otomatik,21144,Sedan,151,1401,Back,Gümüş Gri,Dealer
Kocaeli,İzmit,16950,Peugeot,306,1.6 Griffe,1998,Benzin & LPG,Manuel,246000,Sedan,76,1401,Forward,Beyaz,Dealer
Giresun,Merkez,25750,Peugeot,307,1.6 XT,2002,Benzin & LPG,Yarı Otomatik,192000,Hatchback 5 kapı,109,1587,Forward,Gri,Dealer
İzmir,Gaziemir,44750,Audi,A3,A3 Hatchback 1.6 1.6,2004,Benzin & LPG,Yarı Otomatik,136000,Hatchback 3 kapı,102,1595,Forward,Siyah,Dealer
Bursa,Osmangazi,72000,Skoda,Superb,1.6 TDI Comfort,2012,Dizel,Manuel,98500,Sedan,101,1401,Forward,Siyah,Owner
Amasya,Merzifon,25900,Peugeot,307,1.6 XS,2003,Benzin & LPG,Manuel,199999,Hatchback 5 kapı,109,1587,Forward,Kırmızı,Dealer
İstanbul,Bağcılar,170000,Porsche,Cayman,S,2006,Benzin,Yarı Otomatik,74000,Coupe,295,3387,Back,Gümüş Gri,Dealer
İstanbul,Küçükçekmece,26750,Hyundai,Getz,1.5 CRDi Classic,2008,Dizel,Manuel,208000,Hatchback 5 kapı,88,1493,Forward,Kırmızı,Dealer
İstanbul,Ataşehir,10500,Renault,R 9,1.6 Fairway,1994,Benzin & LPG,Manuel,200000,Sedan,92,1565,Forward,Bordo,Owner
İstanbul,Sancaktepe,36000,Volkswagen,Polo,1.4 Trendline,2006,Benzin,Manuel,110000,Hatchback 5 kapı,51,1201,Forward,Beyaz,Owner
Ankara,Mamak,38000,Dacia,Sandero,1.5 dCi Stepway,2012,Dizel,Manuel,96000,Hatchback 5 kapı,90,1461,Forward,Kırmızı,Owner
Ankara,Mamak,38750,Dacia,Sandero,1.5 dCi Stepway,2012,Dizel,Manuel,96000,Hatchback 5 kapı,90,1461,Forward,Kırmızı,Owner
Osmaniye,Düziçi,35500,Honda,Civic,1.6 i LS,2004,Benzin & LPG,Manuel,279000,Sedan,110,1590,Forward,Bordo,Dealer
Osmaniye,Düziçi,35500,Honda,Civic,1.6 i LS,2004,Benzin & LPG,Manuel,279000,Sedan,110,1590,Forward,Bordo,Dealer
İzmir,Gaziemir,15800,Peugeot,106,GTI,1999,Benzin,Manuel,187000,Hatchback 3 kapı,101,1401,Forward,Kırmızı,Owner
Eskişehir,Odunpazarı,134000,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016,Dizel,Yarı Otomatik,26000,Sedan,101,1401,Forward,Siyah,Dealer
Tekirdağ,Malkara,10600,Tofaş,Şahin,Şahin 5 vites,1994,Benzin & LPG,Manuel,56000,Sedan,80,1581,Back,Beyaz,Owner
Tekirdağ,Malkara,10600,Tofaş,Şahin,Şahin 5 vites,1994,Benzin & LPG,Manuel,56000,Sedan,80,1581,Back,Beyaz,Owner
Samsun,Atakum,63500,BMW,3 Serisi,330Ci,2003,Benzin,Yarı Otomatik,232000,Coupe,231,2979,Back,Gümüş Gri,Owner
Samsun,Atakum,71500,Peugeot,508,1.6 e-HDi Access,2012,Dizel,Yarı Otomatik,59500,Sedan,101,1401,Forward,Gri,Owner
Samsun,Atakum,73500,Peugeot,508,1.6 e-HDi Access,2012,Dizel,Yarı Otomatik,59500,Sedan,101,1401,Forward,Gri,Owner
Konya,Karatay,49750,BMW,3 Serisi,320i,2001,Benzin,Yarı Otomatik,143000,Sedan,170,1991,Back,Lacivert,Dealer
Edirne,Uzunköprü,34250,Opel,Astra,1.3 CDTI Essentia,2007,Dizel,Manuel,210000,Hatchback 5 kapı,76,1401,Forward,Füme,Dealer
İstanbul,Pendik,70500,Citroën,C-Elysée,1.6 HDi Exclusive,2013,Dizel,Manuel,39000,Sedan,92,1560,Forward,Beyaz,Owner
Konya,Karatay,83000,BMW,5 Serisi,520d Standart,2008,Dizel,Yarı Otomatik,230000,Sedan,177,1995,Back,Gümüş Gri,Dealer
Muğla,Menteşe,23500,Fiat,Marea,1.6 Liberty,2006,Benzin & LPG,Manuel,164800,Sedan,101,1401,Forward,Kırmızı,Dealer
Ankara,Yenimahalle,249500,BMW,5 Serisi,525d xDrive Premium,2013,Dizel,Yarı Otomatik,53600,Sedan,218,1995,4WD,Beyaz,Owner
İstanbul,Bağcılar,729000,Mercedes - Benz,S,S 350 BlueTEC 4Matic 7G-Tronic,2014,Dizel,Yarı Otomatik,88000,Sedan,258,2987,4WD,Siyah,Dealer
İstanbul,Ümraniye,39000,Chevrolet,Aveo,1.3 D LS,2012,Dizel,Manuel,57500,Sedan,51,1201,Forward,Füme,Owner
İstanbul,Ümraniye,38000,Chevrolet,Aveo,1.3 D LS,2012,Dizel,Manuel,58000,Sedan,51,1201,Forward,Füme,Owner
İstanbul,Ümraniye,37500,Chevrolet,Aveo,1.3 D LS,2012,Dizel,Manuel,58000,Sedan,51,1201,Forward,Füme,Owner
İstanbul,Güngören,42500,Seat,Leon,1.4 TSI Style,2010,Benzin,Manuel,120000,Hatchback 5 kapı,125,1390,Forward,Beyaz,Owner
Edirne,Keşan,129000,Audi,A5,A5 Sportback 2.0 TDI,2011,Dizel,Yarı Otomatik,165000,Hatchback 5 kapı,177,1968,Forward,Beyaz,Dealer
İstanbul,Ümraniye,67000,Ford,Focus,1.6 TDCi Titanium,2012,Dizel,Manuel,62000,Hatchback 5 kapı,115,1560,Forward,Siyah,Owner
Düzce,Akçakoca,95000,Mercedes - Benz,E,E 270 CDI Avantgarde,2004,Dizel,Yarı Otomatik,282000,Sedan,177,2685,Back,Gri,Dealer
İzmir,Karşıyaka,18500,Seat,Ibiza,1.6 Stella,2000,Benzin & LPG,Manuel,190000,Hatchback 5 kapı,75,1598,Forward,Kırmızı,Owner
İstanbul,Zeytinburnu,363750,Mercedes - Benz,A,A 45 AMG,2016,Benzin,Yarı Otomatik,10000,Hatchback 5 kapı,381,1991,4WD,Gri,Owner
Antalya,Muratpaşa,185000,Audi,A6,A6 Sedan 2.0 TDI,2012,Dizel,Yarı Otomatik,110000,Sedan,177,1968,Forward,Beyaz,Dealer
Rize,Kalkandere,55450,Peugeot,301,1.6 HDi Allure,2016,Dizel,Manuel,11000,Sedan,76,1401,Forward,Gri,Owner
Çankırı,Merkez,44250,Honda,Jazz,1.4 Elite,2006,Benzin & LPG,Yarı Otomatik,145200,Hatchback 5 kapı,83,1339,Forward,Siyah,Dealer
İstanbul,Bahçelievler,43000,Honda,Civic,1.6 i LS,2006,Benzin & LPG,Otomatik,173000,Sedan,101,1401,Forward,Gri,Owner
Afyonkarahisar,Merkez,82500,Honda,Civic,1.6 i-VTEC Elegance,2015,Benzin & LPG,Otomatik,50000,Sedan,125,1598,Forward,Beyaz,Dealer
Kocaeli,Derince,46500,Honda,Civic,1.4 Sport,2010,Benzin & LPG,Otomatik,193000,Hatchback 5 kapı,100,1339,Forward,Füme,Owner
Kocaeli,Derince,48000,Honda,Civic,1.4 Sport,2010,Benzin & LPG,Otomatik,195000,Hatchback 5 kapı,100,1339,Forward,Füme,Owner
İstanbul,Beşiktaş,108000,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,Dizel,Yarı Otomatik,19700,Hatchback 5 kapı,120,1598,Forward,Kırmızı,Owner
Ankara,Mamak,44000,Opel,Vectra,1.6 Comfort,2005,Benzin & LPG,Manuel,210000,Sedan,100,1598,Forward,Gümüş Gri,Owner
Bilecik,Bozüyük,91000,Volvo,V60,1.6 D Premium,2012,Dizel,Manuel,78000,Station Wagon,101,1401,Forward,Beyaz,Owner
Bilecik,Bozüyük,93000,Volvo,V60,1.6 D Premium,2012,Dizel,Manuel,80000,Station Wagon,101,1401,Forward,Beyaz,Owner
Ankara,Yenimahalle,122000,Volkswagen,Passat,1.4 TSi BlueMotion Highline,2015,Benzin,Manuel,79500,Sedan,126,1201,Forward,Beyaz,Owner
Ankara,Çankaya,36000,Ford,Focus,1.6 TDCi Trend,2007,Dizel,Manuel,206000,Sedan,110,1560,Forward,Beyaz,Owner
İstanbul,Bakırköy,41000,Renault,Symbol,1.5 dCi Touch,2013,Dizel,Manuel,108000,Sedan,75,1461,Forward,Kahverengi,Owner
Denizli,Pamukkale,29000,Opel,Astra,1.6 Edition,2001,Benzin & LPG,Manuel,223000,Hatchback 5 kapı,100,1598,Forward,Gümüş Gri,Owner
Adana,Seyhan,53000,Ford,Fiesta,1.5 TDCi Trend,2015,Dizel,Manuel,20710,Hatchback 5 kapı,75,1498,Forward,Beyaz,Dealer
İzmir,Ödemiş,35550,Honda,Civic,1.6 i LS,2004,Benzin & LPG,Otomatik,236950,Sedan,110,1590,Forward,Gri,Owner
İzmir,Bornova,58000,Renault,Fluence,1.5 dCi Touch,2015,Dizel,Manuel,60000,Sedan,90,1461,Forward,Beyaz,Owner
Konya,Karatay,48500,Hyundai,Accent Blue,1.6 CRDI Biz,2012,Dizel,Manuel,71000,Sedan,126,1401,Forward,Beyaz,Owner
İstanbul,Gaziosmanpaşa,482500,Mercedes - Benz,CLS,CLS 350 CDI AMG,2015,Dizel,Yarı Otomatik,27000,Coupe,252,2987,4WD,Siyah,Dealer
Yalova,Merkez,74750,Chevrolet,Camaro,Z28,1997,Benzin,Otomatik,86000,Coupe,288,5666,Back,Yeşil,Dealer
İstanbul,Fatih,49500,Opel,Astra,1.3 CDTI Edition,2012,Dizel,Manuel,77500,Hatchback 5 kapı,76,1201,Forward,Füme,Owner
Malatya,Battalgazi,30000,Chevrolet,Aveo,1.2 LS,2011,Benzin & LPG,Manuel,55000,Sedan,76,1200,Forward,Gümüş Gri,Owner
Kocaeli,Kandıra,52500,Toyota,Avensis,1.6 Elegant,2010,Benzin & LPG,Manuel,153000,Sedan,132,1598,Forward,Siyah,Owner
Aydın,Buharkent,15000,Tofaş,Doğan,SLX,1994,Benzin & LPG,Manuel,80000,Sedan,76,1401,Back,Mavi,Dealer
İstanbul,Maltepe,34500,Nissan,Micra,1.2 Passion,2006,Benzin,Otomatik,79157,Hatchback 5 kapı,80,1240,Forward,Bordo,Owner
Aydın,Nazilli,35850,Opel,Corsa,1.4 Enjoy,2007,Benzin,Otomatik,190000,Hatchback 5 kapı,90,1364,Forward,Siyah,Dealer
Bitlis,Tatvan,13000,Peugeot,405,1.9 SRi,1993,Benzin & LPG,Manuel,247000,Sedan,123,1905,Forward,Beyaz,Owner
İstanbul,Beykoz,522100,Mercedes - Benz,SL,280,2009,Benzin,Yarı Otomatik,5717,Roadster,231,2996,Back,Siyah,Dealer
Adana,Seyhan,53950,Nissan,Micra,1.2 Match,2016,Benzin,Yarı Otomatik,18550,Hatchback 5 kapı,76,1200,Forward,Beyaz,Dealer
Gaziantep,Şehitkamil,158500,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015,Dizel,Yarı Otomatik,72000,Sedan,120,1598,Forward,Beyaz,Dealer
Balıkesir,Bandırma,24400,Toyota,Yaris,1.0,2004,Benzin,Manuel,195000,Hatchback 5 kapı,51,1200,Forward,Gri,Dealer
İstanbul,Kadıköy,144000,BMW,3 Serisi,320d xDrive Premium,2013,Dizel,Yarı Otomatik,136000,Sedan,184,1995,4WD,Siyah,Dealer
Isparta,Merkez,50500,Volkswagen,Passat,2.0 TDi Comfortline,2006,Dizel,Yarı Otomatik,227000,Sedan,140,1968,Forward,Gümüş Gri,Dealer
Antalya,Konyaaltı,600000,Maserati,Quattroporte,3.0 TDi,2014,Dizel,Otomatik,65000,Sedan,275,2987,Back,Siyah,Dealer
Ankara,Gölbaşı,55000,BMW,3 Serisi,320i,1998,Benzin & LPG,Manuel,217000,Cabrio,150,1991,Back,Beyaz,Owner
Ankara,Yenimahalle,21900,Peugeot,206,1.4 XR,2000,Benzin & LPG,Otomatik,205000,Hatchback 5 kapı,75,1360,Forward,Gri,Owner
Ankara,Yenimahalle,21900,Peugeot,206,1.4 XR,2000,Benzin & LPG,Otomatik,205000,Hatchback 5 kapı,75,1360,Forward,Gri,Owner
İstanbul,Bağcılar,12250,Fiat,Tempra,1.6 SX,1994,Benzin & LPG,Manuel,164000,Sedan,75,1581,Forward,Mavi,Dealer
Çorum,Kargı,59000,Fiat,Egea,1.3 Multijet Easy,2016,Dizel,Manuel,17000,Sedan,95,1248,Forward,Beyaz,Dealer
İstanbul,Pendik,320000,Porsche,Panamera,Panamera Diesel,2012,Dizel,Yarı Otomatik,86000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
Antalya,Kepez,23250,Ford,Fiesta,1.4 Comfort,2006,Dizel,Manuel,220000,Hatchback 5 kapı,76,1201,Forward,Gri,Dealer
İstanbul,Bağcılar,52500,Toyota,Corolla,1.4 D-4D Comfort Extra,2012,Dizel,Yarı Otomatik,150000,Sedan,76,1201,Forward,Gümüş Gri,Dealer
Bursa,Osmangazi,143000,Mercedes - Benz,A,A 180 CDI BlueEfficiency AMG,2016,Dizel,Yarı Otomatik,25000,Hatchback 5 kapı,109,1461,Forward,Beyaz,Dealer
Denizli,Merkez,66500,Opel,Insignia,2.0 CDTI Edition,2011,Dizel,Otomatik,130000,Sedan,126,1801,Forward,Füme,Dealer
İstanbul,Esenler,45750,BMW,5 Serisi,525i Standart,2001,Benzin & LPG,Yarı Otomatik,225000,Sedan,176,2001,Back,Lacivert,Owner
İstanbul,Ataşehir,37500,BMW,1 Serisi,116i Standart,2005,Benzin,Manuel,126000,Hatchback 5 kapı,115,1596,Back,Beyaz,Owner
Ankara,Yenimahalle,51500,Volkswagen,Jetta,1.6 Primeline,2007,Benzin,Manuel,54000,Sedan,102,1595,Forward,Siyah,Owner
Isparta,Merkez,25750,Seat,Ibiza,1.6 SE,1999,Benzin,Otomatik,98000,Hatchback 5 kapı,76,1401,Forward,Beyaz,Owner
Isparta,Merkez,25000,Seat,Ibiza,1.6 SE,1999,Benzin,Otomatik,98000,Hatchback 5 kapı,76,1401,Forward,Beyaz,Owner
Muğla,Fethiye,154900,Jaguar,XF,2.0,2012,Benzin,Otomatik,62000,Sedan,176,1801,Forward,Siyah,Owner
İstanbul,Maltepe,29000,Audi,A4,A4 Sedan 2.0 TDI,2013,Dizel,Yarı Otomatik,99000,Sedan,143,1968,Forward,Siyah,Dealer
Kocaeli,Başiskele,43900,Fiat,Linea,1.3 Multijet Easy,2014,Dizel,Manuel,104000,Sedan,76,1201,Forward,Gri,Owner
Kocaeli,Başiskele,43000,Fiat,Linea,1.3 Multijet Easy,2014,Dizel,Manuel,104000,Sedan,76,1201,Forward,Gri,Owner
Mersin,Tarsus,29000,Nissan,Almera,1.5 Tekna,2006,Benzin & LPG,Manuel,182000,Hatchback 5 kapı,98,1498,Forward,Gri,Owner
Mersin,Tarsus,29000,Nissan,Almera,1.5 Tekna,2006,Benzin & LPG,Manuel,182000,Hatchback 5 kapı,98,1498,Forward,Gri,Owner
Mersin,Tarsus,29000,Nissan,Almera,1.5 Tekna,2006,Benzin & LPG,Manuel,182000,Hatchback 5 kapı,98,1498,Forward,Gri,Owner
Hatay,İskenderun,35500,Chevrolet,Lacetti,1.6 WTCC,2011,Benzin & LPG,Manuel,76000,Hatchback 5 kapı,101,1401,Forward,Gri,Dealer
Amasya,Taşova,21000,Renault,R 19,1.6 Europa iE,2001,Benzin & LPG,Manuel,188000,Sedan,90,1598,Forward,Kırmızı,Dealer
Antalya,Elmalı,105000,Volvo,S60,2.0 D Advance,2012,Dizel,Yarı Otomatik,105000,Sedan,151,1801,Forward,Füme,Owner
Gaziantep,Şehitkamil,21900,Chevrolet,Kalos,1.4 SE,2005,Benzin & LPG,Manuel,190000,Sedan,76,1201,Forward,Gri,Dealer
İstanbul,Arnavutköy,64500,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,Benzin,Yarı Otomatik,77500,Hatchback 5 kapı,151,1201,Forward,Beyaz,Owner
Hatay,İskenderun,75900,Mercedes - Benz,S,S 500 500 L,2000,Benzin,Yarı Otomatik,393000,Sedan,307,4966,Back,Bordo,Dealer
Giresun,Espiye,12500,Tofaş,Doğan,SLX,1996,Benzin & LPG,Manuel,11111,Sedan,51,1401,Back,Yeşil,Dealer
İstanbul,Beşiktaş,335000,Chevrolet,Camaro,RS,2016,Benzin,Otomatik,9950,Coupe,276,1801,Back,Bordo,Dealer
Bolu,Mudurnu,135000,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik,75000,Sedan,150,1968,Forward,Siyah,Dealer
Kastamonu,Merkez,88500,Ford,Focus,1.5 TDCi Style ,2016,Dizel,Yarı Otomatik,69000,Sedan,120,1499,Forward,Beyaz,Dealer
İzmir,Karabağlar,44000,Volvo,S40,1.6 D Dynamic,2007,Dizel,Manuel,183000,Sedan,101,1401,Forward,Siyah,Owner
Ankara,Çankaya,95000,BMW,5 Serisi,520d Premium,2008,Dizel,Yarı Otomatik,125000,Sedan,177,1995,Back,Füme,Owner
Kastamonu,Merkez,15500,Tofaş,Doğan,S,1994,Benzin & LPG,Manuel,151000,Sedan,83,1581,Back,Beyaz,Dealer
Antalya,Kepez,40000,Toyota,Corolla,1.4 D-4D Elegant,2008,Dizel,Yarı Otomatik,130000,Sedan,90,1364,Forward,Siyah,Dealer
Ankara,Etimesgut,61500,Renault,Clio,1.2 Joy,2017,Benzin,Manuel,0,Hatchback 5 kapı,51,1200,Forward,Beyaz,Owner
İstanbul,Bağcılar,137750,Volkswagen,Golf,1.6 TDi Highline,2017,Dizel,Otomatik,0,Hatchback 5 kapı,115,1598,Forward,Siyah,Dealer
Ankara,Keçiören,35000,Mazda,6,2.0 TE,2004,Benzin & LPG,Otomatik,250000,Sedan,126,1801,Forward,Gümüş Gri,Owner
Ankara,Keçiören,35000,Mazda,6,2.0 TE,2004,Benzin & LPG,Otomatik,250000,Sedan,126,1801,Forward,Gümüş Gri,Owner
İstanbul,Şişli,27000,Nissan,Note,1.4 Visia,2007,Benzin,Manuel,178000,Hatchback 5 kapı,88,1386,Forward,Siyah,Owner
Bursa,Nilüfer,56950,Renault,Megane,1.5 dCi Impressor,2012,Dizel,Manuel,88000,Coupe,105,1461,Forward,Beyaz,Owner
Ankara,Çankaya,86750,Mini,John Cooper,1.6 Works,2011,Benzin,Manuel,92500,Hatchback 3 kapı,211,1598,Forward,Siyah,Owner
Ankara,Çankaya,86750,Mini,John Cooper,1.6 Works,2011,Benzin,Manuel,92500,Hatchback 3 kapı,211,1598,Forward,Siyah,Owner
Ankara,Çankaya,86750,Mini,John Cooper,1.6 Works,2011,Benzin,Manuel,92500,Hatchback 3 kapı,211,1598,Forward,Siyah,Owner
Ankara,Çankaya,88750,Mini,John Cooper,1.6 Works,2011,Benzin,Manuel,92500,Hatchback 3 kapı,211,1598,Forward,Siyah,Owner
Kütahya,Gediz,146500,Mercedes - Benz,CLA,180 d AMG,2014,Dizel,Yarı Otomatik,61000,Coupe,101,1401,Forward,Beyaz,Dealer
Düzce,Akçakoca,22750,Renault,Megane,1.6 RXi,2001,Benzin & LPG,Manuel,232000,Sedan,101,1401,Forward,Bej,Owner
Kahramanmaraş,Göksun,70500,Volkswagen,Passat,2.0 TDi Comfortline,2009,Dizel,Manuel,109000,Sedan,140,1968,Forward,Gümüş Gri,Owner
Gaziantep,Şehitkamil,146750,Volvo,S60 1.5 T3,Advance,2016,Benzin,Yarı Otomatik,3500,Sedan,152,1498,Forward,Beyaz,Dealer
Gaziantep,Şehitkamil,144750,Volvo,S60 1.5 T3,Advance,2016,Benzin,Yarı Otomatik,3500,Sedan,152,1498,Forward,Beyaz,Dealer
Kayseri,Melikgazi,369000,Jaguar,XJ,2.0i Premium Luxury ,2014,Benzin,Otomatik,73000,Sedan,240,1999,Back,Siyah,Dealer
Kayseri,Melikgazi,369000,Jaguar,XJ,2.0i Premium Luxury ,2014,Benzin,Otomatik,73000,Sedan,240,1999,Back,Siyah,Dealer
İstanbul,Şişli,17750,Toyota,Carina,2.0 GLi,1998,Benzin & LPG,Manuel,350000,Sedan,126,1801,Forward,Beyaz,Owner
Ankara,Akyurt,64000,Ford,Focus,1.6 TDCi Style,2013,Dizel,Manuel,115000,Sedan,101,1401,Forward,Beyaz,Dealer
İstanbul,Bağcılar,310000,BMW,4 Serisi,428i Sport Line,2015,Benzin,Yarı Otomatik,8000,Cabrio,245,1997,Back,Mavi,Dealer
Adana,Çukurova,117000,BMW,Z Serisi,Z4 3.0Si,2007,Benzin,Otomatik,117000,Coupe,251,2501,Back,Gümüş Gri,Owner
Hatay,Arsuz,180000,Mercedes - Benz,E,E 250 CDI Avantgarde,2011,Dizel,Otomatik,204000,Sedan,201,2001,Back,Gümüş Gri,Owner
Ankara,Akyurt,164000,Mercedes - Benz,E,E 250 CGI Premium,2012,Benzin,Otomatik,85000,Sedan,201,1601,Back,Siyah,Dealer
Ankara,Akyurt,164000,Mercedes - Benz,E,E 250 CGI Premium,2012,Benzin,Otomatik,85000,Sedan,201,1601,Back,Siyah,Dealer
Eskişehir,Tepebaşı,77000,Toyota,Corolla,1.4 D-4D Touch,2015,Dizel,Yarı Otomatik,91000,Sedan,90,1364,Forward,Beyaz,Dealer
İzmir,Bayraklı,45250,Fiat,Linea,1.4 Fire Pop,2016,Benzin,Manuel,17000,Sedan,76,1201,Forward,Beyaz,Owner
İstanbul,Kağıthane,265000,Mercedes - Benz,C,C 180 AMG 7G-Tronic,2016,Benzin,Otomatik,13000,Coupe,151,1401,Back,Füme,Dealer
Bursa,Osmangazi,280000,Alfa Romeo,Giulia,2.0 Super,2017,Benzin,Otomatik,2700,Sedan,200,1995,Back,Gümüş Gri,Dealer
Kütahya,Merkez,6500,Opel,Kadett,1.3 GL,1981,Benzin,Manuel,123000,Hatchback 5 kapı,75,1281,Forward,Turuncu,Dealer
Gaziantep,Şehitkamil,41750,Peugeot,301,1.6 HDi Active,2014,Dizel,Manuel,178000,Sedan,92,1560,Forward,Beyaz,Dealer
Nevşehir,Merkez,105000,Ford,Mondeo,1.6 TDCi Titanium,2015,Dizel,Manuel,48000,Sedan,115,1560,Forward,Beyaz,Dealer
Gaziantep,Şehitkamil,106000,Skoda,Superb,1.6 TDI Prestige,2015,Dizel,Yarı Otomatik,39000,Hatchback 5 kapı,120,1598,Forward,Beyaz,Dealer
İstanbul,Zeytinburnu,1624950,Ferrari,458,Spider,2012,Benzin,Yarı Otomatik,7000,Cabrio,570,4499,Back,Kırmızı,Dealer
İstanbul,Bahçelievler,176000,Audi,A6,A6 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik,181000,Sedan,177,1968,Forward,Siyah,Dealer
Ankara,Sincan,12250,Fiat,Uno,1.4 ie SX,1997,Benzin & LPG,Manuel,270000,Hatchback 5 kapı,71,1372,Forward,Mavi,Owner
İstanbul,Büyükçekmece,55500,Volkswagen,Golf,1.6 TDi Midline Plus,2014,Dizel,Manuel,195000,Hatchback 5 kapı,90,1598,Forward,Beyaz,Dealer
Trabzon,Ortahisar,10250,Renault,R 12,TX,1985,Benzin & LPG,Manuel,6912,Sedan,72,1397,Forward,Mavi,Dealer
Kahramanmaraş,Onikişubat,295000,BMW,5 Serisi,525d xDrive M Sport,2014,Dizel,Otomatik,26000,Sedan,201,1801,4WD,Beyaz,Dealer
Bursa,Osmangazi,46950,Mini,Cooper S,1.6,2006,Benzin,Otomatik,210000,Hatchback 3 kapı,151,1401,Forward,Mavi,Dealer
İzmir,Konak,86500,Kia,Optima,1.7 CRDi,2012,Dizel,Otomatik,156221,Sedan,126,1601,Forward,Beyaz,Dealer
